62.402,1.197845,0.88308,0.64525,3219.53704,2841.47462,12.622895,17.94789,29.365,0.052765,0.04543,17.059825,701.49344,0.86035,1
56.151,1.164315,0.854065,0.607045,3245.63194,2279.26581,13.353725,19.210725,24.105,0.051485,0.04015,16.429385,885.057795,0.89839,1
60.198,1.216975,0.88064,0.597995,3243.30974,2548.838585,12.32079,18.159135,29.51,0.050485,0.03937,17.075325,902.5454,0.88272,1
47.641,0.74297,0.57657,0.42015,2197.205124,1456.076967,11.445545,14.972555,24,0.06658,0.054465,28.632455,1518.744315,0.42557,1
46.868,0.81098,0.64151,0.43897,2340.68473,1465.27858,11.87534,15.850805,19.15,0.06602,0.05543,29.597505,1408.86488,0.20737,1
53.091,0.774715,0.580595,0.42635,2163.15118,1877.396445,10.26521,13.191475,30.555,0.062275,0.05185,35.221345,1809.84444,0.43476,1
53.755,0.839375,0.65031,0.478185,2446.980595,1952.216265,10.6356,14.132515,28.185,0.062865,0.05117,25.34223,1299.20492,0.699035,1
61.971,1.24063,0.909045,0.559465,3674.28664,2875.64596,13.481335,19.306975,23.81,0.048825,0.04152,16.97447,724.961975,0.954945,1
56.927,1.24509,0.956605,0.586405,3930.41592,2443.41661,12.600535,18.395385,30.175,0.04933,0.04387,15.246045,577.80079,0.945915,1
50.359,0.972,0.779275,0.570765,2870.16004,1663.40583,12.57491,17.153425,24.53,0.05315,0.04579,23.9811,1114.576835,0.5605,1
70.438,1.65293,1.306285,0.90936,3500.085555,3529.608255,9.41811,13.053355,44.925,0.036235,0.031265,30.737295,1383.556705,0.61399,2
70.498,1.70348,1.358595,1.00749,4444.562755,3545.700765,12.76429,17.515755,25.345,0.035225,0.033715,26.47195,685.041495,0.56214,2
86.891,1.00549,0.79688,0.49934,2235.57311,5192.255565,7.40371,9.862685,42.045,0.052395,0.041715,38.33855,2238.92743,0.76541,2
85.255,1.038935,0.827465,0.500585,2446.18077,4960.509195,7.43286,9.898245,47.725,0.052785,0.040675,30.994925,1769.97675,0.4795,2
85.091,0.988335,0.768885,0.53587,2476.507455,5251.349665,7.75267,10.696855,49.435,0.05055,0.04034,49.323305,2747.60675,0.61359,2
73.227,1.7251,1.379865,0.953205,4467.158855,3738.854775,10.95016,15.588205,27.635,0.038155,0.03222,25.103855,996.785805,0.48036,2
51.896,1.29522,1.05151,0.72278,3829.942,1785.111235,11.872815,16.50155,14.15,0.03978,0.033795,26.990665,1281.702535,0.62011,2
139.836,2.04169,1.564305,1.034075,4255.652235,15059.09558,7.31606,10.271585,50.005,0.02828,0.02475,57.961485,2397.48162,0.52287,2
90.791,1.548675,1.21451,0.779095,3923.94406,6127.702165,8.949105,12.41544,41.58,0.031565,0.02811,49.111485,2274.359865,0.55501,2
70.098,1.621935,1.28106,0.89196,3476.48668,3525.692065,9.98883,13.879755,41.915,0.03699,0.031875,29.96596,1359.99435,0.67045,2
44.581,1.034235,0.816695,0.56221,3894.2757,1554.877255,12.951855,17.000055,16.665,0.053535,0.053555,17.424795,519.73141,0.48083,2
51.87,0.929125,0.740805,0.53184,2690.869905,1742.725895,10.679425,13.9991,26.415,0.05135,0.04323,29.912335,1561.89591,0.83331,2
69.443,1.06053,0.78439,0.587245,2781.67102,3465.3436,9.116965,12.49994,42.14,0.05135,0.043615,30.49989,1339.85931,0.59479,2
61.037,1.03895,0.80505,0.565615,2873.72368,2472.627925,10.43548,13.690105,25.785,0.05207,0.042,30.73117,1494.39702,0.63474,2
39.432,0.71665,0.56836,0.42967,2243.18599,1018.295625,13.192975,18.03702,15.005,0.06546,0.053995,22.54695,1217.58798,0.67859,2
125.918,2.29611,1.76106,1.186935,4744.258465,11273.65962,9.30311,13.382015,37.88,0.03025,0.02487,38.84372,1322.80909,0.78957,2
76.579,1.514285,1.20469,0.82143,3816.06808,3945.472825,10.57421,15.164895,26.875,0.04008,0.03355,32.43173,1134.933595,0.70683,2
49.598,0.847225,0.66129,0.51996,2626.56787,1656.096845,12.406695,17.245215,23.075,0.062835,0.05323,19.2751,1011.029255,0.28037,2
44.649,0.905295,0.694955,0.51811,2933.40271,1334.054815,12.171745,17.157045,25.53,0.05883,0.04728,20.17739,1127.908535,0.61883,2
63.341,1.12342,0.921085,0.650775,3240.97894,2885.143985,12.392735,16.52919,25,0.048795,0.04532,21.032595,898.17224,0.37805,2
93.908,1.583005,1.22833,0.7974,3377.235945,5821.147485,8.217205,11.153835,43.75,0.033245,0.02828,39.03939,2001.742915,0.51811,2
65.128,1.352645,1.04758,0.68366,3465.39946,2807.951655,9.738675,13.44389,26.515,0.039955,0.033755,25.462315,1244.21822,0.40773,2
66.876,1.24226,1.03306,0.678625,3164.269745,2962.270565,9.293095,12.499,29.41,0.041085,0.035125,32.708435,1469.22839,0.60706,2
77.393,2.26523,1.787045,1.193065,9957.994285,6517.694575,11.99888,17.102055,30.49,0.030995,0.02795,19.2758,649.708645,0.82867,2
108.8405,1.95294,1.489455,0.94614,3961.515565,8565.350485,10.30233,14.654005,27.45,0.037515,0.028965,21.19775,892.246685,0.700725,2
84.3015,1.30762,1.041195,0.62718,3088.761355,5715.093635,9.460925,13.41198,33.445,0.0435,0.035895,27.60484,1187.67922,0.491095,2
60.7885,1.095955,0.90912,0.607905,2874.203285,2493.5266,11.650105,16.132805,26.68,0.04714,0.04042,23.66211,1179.795525,0.442365,2
56.278,0.88858,0.714025,0.51676,2376.58374,2126.280915,10.707645,14.16782,28.07,0.05045,0.044395,31.871855,1790.65841,0.530765,2
139.2315,1.95307,1.518225,1.038665,3634.46045,20289.93847,8.898455,11.99702,39.25,0.03792,0.03217,87.25402,2697.72779,0.445515,2
199.2,3.10597,2.305005,1.38658,5387.286365,31512.52262,6.46234,9.11265,51.6,0.025425,0.02063,56.52482,1876.358585,0.429085,2
152.1995,2.409985,1.8564,1.1323,4698.00831,18348.09041,7.499815,10.19111,43.92,0.030385,0.024585,40.62101,1588.726195,0.52484,2
127.919,1.35329,1.04574,0.7457,2835.39921,12404.33201,6.05094,7.7412,58.65,0.04329,0.03595,15.3795,1025.45059,0.6208,2
118.7177778,1.846803333,1.457761111,0.929604444,3752.283572,12694.95741,9.643176667,13.47896667,34.28333333,0.03617,0.030356667,67.88347778,2315.144087,0.537462222,2
